WS,ID,WSID,visual_score,biological_score,conductivity.uscm,turbidity.ntu,po4.mgL,no3.mgL,pH,temperature.c,e.coli.cfu,month,year,day,quarter,ecoli.method.known
NORO,301,NORO301,NA,NA,NA,NA,NA,NA,NA,NA,510,7,2013,14,3,
NORO,501,NORO501,NA,NA,60.9,13.3,NA,0.4,3.6,NA,NA,7,2013,14,3,
NORO,503,NORO503,NA,13,NA,NA,NA,NA,NA,NA,110,7,2013,14,3,
NORO,510,NORO510,NA,NA,68.4,29.8,NA,0,5.5,NA,NA,7,2013,14,3,
NORO,519,NORO519,NA,NA,38.1,10.43,NA,0.2,3.5,NA,625,7,2013,14,3,
NORO,520,NORO520,NA,NA,130,11.7,NA,0.6,5.4,NA,280,7,2013,14,3,
NORO,605,NORO605,NA,NA,77.1,2.05,NA,0.1,4.4,NA,610,7,2013,14,3,
NORO,609,NORO609,NA,NA,75.5,31.8,NA,0.3,5.6,NA,425,7,2013,14,3,
NORO,618,NORO618,NA,NA,165.9,4.09,NA,1.7,5.5,NA,NA,7,2013,14,3,
NORO,803,NORO803,NA,NA,56.8,33.8,NA,0,4.3,NA,NA,7,2013,14,3,
BICO,101,BICO101,44,NA,112,9.2,NA,NA,6.7,NA,200,10,2013,6,4,
BICO,301,BICO301,45,12,64.5,3.94,NA,1.5,5.6,NA,507.5,10,2013,6,4,
MIDO,101,MIDO101,NA,NA,46,4.8,NA,0.5,6.6,NA,NA,10,2013,6,4,
MIDO,103,MIDO103,42,NA,103,10.2,NA,1.2,6.7,NA,35,10,2013,6,4,
MIDO,301,MIDO301,48,20,40.3,4.7,NA,0.4,6.6,NA,122.5,10,2013,6,4,
MIDO,502,MIDO502,49,NA,62,12.5,NA,NA,6.6,NA,NA,10,2013,6,4,
MIDO,505,MIDO505,32,NA,71,10.4,NA,NA,6.6,NA,NA,10,2013,6,4,
MIDO,509,MIDO509,47,NA,60,7.1,NA,NA,6.5,NA,NA,10,2013,6,4,
MIDO,515,MIDO515,43,NA,59,5.6,NA,NA,6.6,NA,NA,10,2013,6,4,
MIDO,601,MIDO601,35,15,59,7.1,NA,0.6,6.6,NA,572.5,10,2013,6,4,
MIDO,605,MIDO605,31,NA,63,7.1,NA,NA,6.5,NA,NA,10,2013,6,4,
MIDO,609,MIDO609,NA,NA,54,5.9,NA,1.2,6.2,NA,NA,10,2013,6,4,
MIDO,611,MIDO611,NA,NA,60,22,NA,0.2,6.4,NA,NA,10,2013,6,4,
MIDO,613,MIDO613,38,NA,66,28.5,NA,NA,6.4,NA,380,10,2013,6,4,
MIDO,614,MIDO614,NA,NA,65,11.6,NA,NA,6.8,NA,NA,10,2013,6,4,
MIDO,617,MIDO617,36,NA,81,55,NA,NA,6.3,NA,NA,10,2013,6,4,
MIDO,704,MIDO704,NA,21,106,8.5,NA,5,6.1,NA,675,10,2013,6,4,
MIDO,801,MIDO801,NA,NA,82,9.1,NA,1,6.4,NA,367.5,10,2013,6,4,
MIDO,802,MIDO802,43,13,65,6.3,NA,NA,4.6,NA,380,10,2013,6,4,
MIDO,821,MIDO821,46,NA,100,12,NA,NA,6.7,NA,NA,10,2013,6,4,
NORO,109,NORO109,NA,NA,36,5.4,NA,NA,5.7,NA,NA,10,2013,6,4,
NORO,503,NORO503,NA,13,82,14.9,NA,0.6,6.7,NA,32575,10,2013,6,4,
NORO,510,NORO510,NA,NA,69,14.6,NA,0.6,6.5,NA,6280,10,2013,6,4,
NORO,514,NORO514,33,NA,70,9.3,NA,0.8,7,NA,NA,10,2013,6,4,
NORO,516,NORO516,NA,7,212,3.6,NA,1.5,6.3,NA,220,10,2013,6,4,
NORO,520,NORO520,NA,NA,190,4.8,NA,1.3,6.6,NA,NA,10,2013,6,4,
NORO,609,NORO609,41,NA,99,9.2,NA,1,6.7,NA,180,10,2013,6,4,
NORO,610,NORO610,50,NA,80,18.1,NA,0.5,6.7,NA,NA,10,2013,6,4,
NORO,615,NORO615,35,NA,187,1.6,NA,2.7,6.5,NA,NA,10,2013,6,4,
NORO,618,NORO618,38,NA,119,2.5,NA,NA,6.7,NA,307.5,10,2013,6,4,
NORO,627,NORO627,51,NA,208,3.8,NA,1.7,6.4,NA,NA,10,2013,6,4,
BICO,201,BICO201,48,NA,50,4.2,NA,NA,6,NA,445,4,2012,12,2,
BICO,301,BICO301,NA,NA,NA,NA,NA,NA,NA,NA,280,4,2012,12,2,
BICO,302,BICO302,46,NA,41,15.9,NA,NA,6.8,NA,NA,4,2012,12,2,
MIDO,101,MIDO101,30,NA,43,7,NA,NA,7.1,NA,NA,4,2012,12,2,
MIDO,301,MIDO301,NA,NA,35,4.1,NA,NA,6.8,NA,350,4,2012,12,2,
MIDO,305,MIDO305,48,NA,35,5.3,NA,NA,6.8,NA,NA,4,2012,12,2,
MIDO,312,MIDO312,43,23,45,9,NA,NA,6.8,NA,NA,4,2012,12,2,
MIDO,503,MIDO503,46,NA,64,6.9,NA,NA,7,NA,NA,4,2012,12,2,
MIDO,504,MIDO504,40,NA,62,7.2,NA,NA,7,NA,NA,4,2012,12,2,
MIDO,512,MIDO512,32,NA,54,NA,NA,NA,7.1,NA,NA,4,2012,12,2,
MIDO,601,MIDO601,53,11,58,12.5,NA,NA,7,NA,NA,4,2012,12,2,
MIDO,612,MIDO612,42,NA,57,3.8,NA,NA,7,NA,NA,4,2012,12,2,
MIDO,614,MIDO614,NA,NA,63,2.3,NA,NA,7,NA,NA,4,2012,12,2,
MIDO,702,MIDO702,NA,NA,62,NA,NA,NA,7,NA,NA,4,2012,12,2,
MIDO,704,MIDO704,48.5,15,116,6,NA,NA,6.9,NA,NA,4,2012,12,2,
MIDO,706,MIDO706,36,NA,38,14.5,NA,NA,6.8,NA,NA,4,2012,12,2,
MIDO,709,MIDO709,40,NA,50,4.1,NA,NA,6.8,NA,NA,4,2012,12,2,
MIDO,712,MIDO712,40,NA,60,4.5,NA,NA,6.7,NA,NA,4,2012,12,2,
MIDO,718,MIDO718,48,NA,58,4,NA,NA,7,NA,NA,4,2012,12,2,
MIDO,801,MIDO801,NA,NA,93,10.4,NA,NA,6.7,NA,50,4,2012,12,2,
MIDO,802,MIDO802,NA,18,62,3.4,NA,NA,6.5,NA,265,4,2012,12,2,
MIDO,803,MIDO803,NA,2,119,3.8,NA,NA,6.6,NA,2005,4,2012,12,2,
MIDO,808,MIDO808,40,NA,73,2.9,NA,NA,6.6,NA,NA,4,2012,12,2,
MIDO,811,MIDO811,32,NA,61,2.8,NA,NA,6.7,NA,NA,4,2012,12,2,
MIDO,825,MIDO825,34,NA,62,2.1,NA,NA,6.7,NA,NA,4,2012,12,2,
MIDO,826,MIDO826,42,NA,53,2.9,NA,NA,6.7,NA,NA,4,2012,12,2,
NORO,102,NORO102,38,NA,85,15.4,NA,NA,6.8,NA,NA,4,2012,12,2,
NORO,103,NORO103,46,NA,55,NA,NA,NA,7,NA,NA,4,2012,12,2,
NORO,108,NORO108,NA,NA,40,22.2,NA,NA,6.6,NA,NA,4,2012,12,2,
NORO,110,NORO110,44,NA,86,14.7,NA,NA,6.9,NA,NA,4,2012,12,2,
NORO,111,NORO111,46,NA,60,16.8,NA,NA,7,NA,NA,4,2012,12,2,
NORO,112,NORO112,44,NA,56,6,NA,NA,7,NA,NA,4,2012,12,2,
NORO,114,NORO114,NA,NA,58,15.5,NA,NA,6.5,NA,NA,4,2012,12,2,
NORO,115,NORO115,28,NA,43,6,NA,NA,7,NA,NA,4,2012,12,2,
NORO,116,NORO116,37,NA,46,8.9,NA,NA,7.1,NA,NA,4,2012,12,2,
NORO,117,NORO117,46.5,NA,41,7.3,NA,NA,7,NA,NA,4,2012,12,2,
NORO,401,NORO401,42,NA,44,10.9,NA,0,6.7,NA,NA,4,2012,12,2,
NORO,402,NORO402,NA,NA,44,5.4,NA,NA,7.1,NA,NA,4,2012,12,2,
NORO,403,NORO403,38,NA,29,4,NA,NA,6.9,NA,NA,4,2012,12,2,
NORO,404,NORO404,49,NA,56,5.7,NA,NA,6.8,NA,NA,4,2012,12,2,
NORO,405,NORO405,28,NA,42,6.8,NA,NA,6.8,NA,NA,4,2012,12,2,
NORO,407,NORO407,33,NA,44,7.8,NA,NA,6.8,NA,NA,4,2012,12,2,
NORO,501,NORO501,42,NA,49,16.7,NA,NA,6.6,NA,NA,4,2012,12,2,
NORO,502,NORO502,NA,NA,200,3,NA,NA,6.7,NA,255,4,2012,12,2,
NORO,503,NORO503,NA,9,72,17.7,NA,NA,7,NA,1780,4,2012,12,2,
NORO,504,NORO504,38,NA,89,3.7,NA,NA,6.6,NA,NA,4,2012,12,2,
NORO,505,NORO505,42,NA,92,16.4,NA,NA,6.5,NA,NA,4,2012,12,2,
NORO,506,NORO506,NA,NA,96,3.6,NA,NA,6.3,NA,165,4,2012,12,2,
NORO,510,NORO510,34,NA,61,25.3,NA,1,6.7,NA,NA,4,2012,12,2,
NORO,511,NORO511,40,NA,48,7.3,NA,NA,6.6,NA,NA,4,2012,12,2,
NORO,512,NORO512,43,NA,42,NA,NA,0,6.7,NA,10,4,2012,12,2,
NORO,513,NORO513,41,NA,62,17.2,NA,NA,6.7,NA,NA,4,2012,12,2,
NORO,515,NORO515,38,NA,50,15.2,NA,NA,6.7,NA,NA,4,2012,12,2,
NORO,516,NORO516,37,NA,164,1.5,NA,NA,6.4,NA,NA,4,2012,12,2,
NORO,517,NORO517,28,NA,206,4.5,NA,NA,6.5,NA,NA,4,2012,12,2,
NORO,519,NORO519,43,NA,38,7.9,NA,NA,6.9,NA,NA,4,2012,12,2,
NORO,527,NORO527,25,NA,114,6,NA,NA,6.4,NA,NA,4,2012,12,2,
NORO,601,NORO601,32,NA,528,3.7,NA,NA,5.7,NA,NA,4,2012,12,2,
NORO,603,NORO603,28,NA,355,1.9,NA,NA,6.2,NA,NA,4,2012,12,2,
NORO,605,NORO605,48,NA,134,NA,NA,NA,6.8,NA,255,4,2012,12,2,
NORO,615,NORO615,43,NA,130,4.3,NA,NA,6.5,NA,NA,4,2012,12,2,
NORO,618,NORO618,25,NA,130,1.7,NA,NA,6.3,NA,NA,4,2012,12,2,
NORO,627,NORO627,36,NA,198,9.3,NA,NA,6.7,NA,NA,4,2012,12,2,
BICO,301,BICO301,46,10,65,3.4,NA,NA,6.4,NA,1050,7,2012,22,3,
MIDO,301,MIDO301,48,25,48,6.4,NA,NA,6.3,NA,650,7,2012,22,3,
MIDO,601,MIDO601,NA,7,NA,NA,NA,NA,NA,NA,500,7,2012,22,3,
MIDO,704,MIDO704,47,17,115.3,5.5,NA,NA,6.5,NA,133,7,2012,22,3,
MIDO,801,MIDO801,NA,NA,NA,NA,NA,NA,NA,NA,300,7,2012,22,3,
MIDO,802,MIDO802,51,15,69,4,NA,NA,6.3,NA,1300,7,2012,22,3,
NORO,401,NORO401,NA,NA,NA,NA,NA,NA,NA,NA,350,7,2012,22,3,
NORO,502,NORO502,NA,NA,218,4.4,NA,NA,5.9,NA,1250,7,2012,22,3,
NORO,503,NORO503,22,14,79.4,15.6,NA,NA,7,NA,6100,7,2012,22,3,
NORO,506,NORO506,NA,NA,134,11.8,NA,NA,6.3,NA,1550,7,2012,22,3,
NORO,510,NORO510,NA,NA,80.5,14.3,NA,NA,7,NA,1400,7,2012,22,3,
NORO,517,NORO517,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2012,22,3,
NORO,519,NORO519,NA,NA,43.1,8.7,NA,NA,6.3,NA,NA,7,2012,22,3,
NORO,520,NORO520,NA,NA,NA,NA,NA,NA,NA,NA,1600,7,2012,22,3,
NORO,527,NORO527,NA,NA,NA,NA,NA,NA,NA,NA,900,7,2012,22,3,
NORO,601,NORO601,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2012,22,3,
NORO,605,NORO605,NA,NA,158,11.8,NA,NA,6.4,NA,150,7,2012,22,3,
NORO,609,NORO609,NA,NA,173.8,7.4,NA,NA,6.7,NA,NA,7,2012,22,3,
BICO,201,BICO201,NA,NA,215,3.9,NA,1.3,6.5,NA,100,9,2012,16,3,
BICO,301,BICO301,NA,14,57,4.5,NA,1.3,6.4,NA,100,9,2012,16,3,
MIDO,301,MIDO301,NA,20,49,4.1,NA,0.3,6.4,NA,NA,9,2012,16,3,
MIDO,704,MIDO704,NA,18,116,2.2,NA,5.1,7.3,NA,NA,9,2012,16,3,
MIDO,801,MIDO801,NA,NA,99,19,NA,0.4,7.3,NA,NA,9,2012,16,3,
MIDO,802,MIDO802,NA,7,82,2,NA,1,6.7,NA,NA,9,2012,16,3,
MIDO,804,MIDO804,NA,NA,70,3.5,NA,0.8,6.4,NA,NA,9,2012,16,3,
MIDO,805,MIDO805,NA,NA,75,10,NA,1.1,6.3,NA,NA,9,2012,16,3,
NORO,502,NORO502,NA,NA,260,2.1,NA,1.3,6.5,NA,NA,9,2012,16,3,
NORO,503,NORO503,NA,25,75,10,NA,0.5,6.5,NA,NA,9,2012,16,3,
NORO,506,NORO506,NA,NA,140,9.3,NA,0.5,6.4,NA,NA,9,2012,16,3,
NORO,510,NORO510,NA,NA,83,13,NA,0.7,6.3,NA,NA,9,2012,16,3,
NORO,520,NORO520,NA,NA,140,9.7,NA,1,6.3,NA,NA,9,2012,16,3,
NORO,527,NORO527,NA,NA,135,2.9,NA,1.1,6.6,NA,NA,9,2012,16,3,
NORO,605,NORO605,NA,NA,230,7.7,NA,3.3,6.6,NA,NA,9,2012,16,3,
BICO,201,BICO201,NA,23,38.9,1.42,NA,0.7,7.03,NA,42,11,2012,18,4,
BICO,301,BICO301,NA,NA,NA,NA,NA,NA,NA,NA,164,11,2012,16,4,
MIDO,301,MIDO301,NA,15,38.3,3.2,NA,0.3,7.28,NA,300,11,2012,18,4,
MIDO,612,MIDO612,NA,24,NA,NA,NA,NA,NA,NA,NA,11,2012,18,4,
MIDO,704,MIDO704,NA,23,89.2,1.96,NA,44,6.93,NA,24,11,2012,16,4,
MIDO,801,MIDO801,NA,NA,82.7,5.85,NA,0.6,7.24,NA,38,11,2012,18,4,
MIDO,802,MIDO802,NA,12,57.6,1.83,NA,0.4,6.93,NA,492,11,2012,18,4,
MIDO,804,MIDO804,NA,NA,49,2.5,NA,0.4,7.8,NA,NA,11,2012,18,4,
MIDO,805,MIDO805,NA,NA,241.3,6.2,NA,0.9,6.15,NA,NA,11,2012,18,4,
NORO,502,NORO502,NA,NA,70.5,20.9,NA,0,6.63,NA,36,11,2012,18,4,
NORO,503,NORO503,NA,NA,59.9,7.99,NA,0.3,7.13,NA,412,11,2012,18,4,
NORO,507,NORO507,NA,NA,100.6,1.97,NA,1.2,6.96,NA,NA,11,2012,16,4,
NORO,510,NORO510,NA,NA,62.3,7.9,NA,0.4,7.03,NA,NA,11,2012,16,4,
NORO,520,NORO520,NA,NA,100.1,1.82,NA,0.9,6.83,NA,136,11,2012,18,4,
NORO,527,NORO527,NA,NA,NA,NA,NA,NA,NA,NA,156,11,2012,18,4,
NORO,601,NORO601,NA,7,494,1.9,NA,2.7,6.29,NA,40,11,2012,18,4,
NORO,612,NORO612,NA,3,69.8,3.6,NA,0.8,6.8,NA,NA,11,2012,18,4,
NORO,401,NORO401,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2012,,2,
NORO,401,NORO401,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2012,,3,
NORO,401,NORO401,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,2012,,4,
BICO,201,BICO201,NA,9,NA,NA,NA,NA,NA,NA,NA,2,2011,12,1,
BICO,301,BICO301,41,15,66.1,NA,NA,NA,5,NA,NA,2,2011,12,1,
MIDO,301,MIDO301,45,23,42.5,NA,NA,NA,6,NA,NA,2,2011,12,1,
MIDO,601,MIDO601,47,18,52.1,NA,NA,NA,6,NA,NA,2,2011,12,1,
MIDO,704,MIDO704,45,24,102.3,NA,NA,NA,6,NA,NA,2,2011,12,1,
MIDO,719,MIDO719,NA,NA,70.4,NA,NA,NA,5.5,NA,NA,2,2011,12,1,
MIDO,801,MIDO801,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2011,12,1,
MIDO,802,MIDO802,34,15,73,NA,NA,NA,NA,NA,NA,2,2011,12,1,
MIDO,803,MIDO803,30,11,122.3,NA,NA,NA,6,NA,NA,2,2011,12,1,
MIDO,804,MIDO804,NA,NA,67.6,NA,NA,NA,6,NA,NA,2,2011,12,1,
MIDO,805,MIDO805,NA,NA,55.4,NA,NA,NA,5.5,NA,NA,2,2011,12,1,
NORO,401,NORO401,NA,NA,48.5,NA,NA,NA,5.5,NA,NA,2,2011,12,1,
NORO,501,NORO501,NA,8,56.3,NA,NA,NA,6,NA,NA,2,2011,12,1,
NORO,502,NORO502,NA,NA,220,NA,NA,NA,6.2,NA,NA,2,2011,12,1,
NORO,503,NORO503,NA,13,61.5,NA,NA,NA,6,NA,NA,2,2011,12,1,
NORO,506,NORO506,NA,NA,123.4,NA,NA,NA,6,NA,NA,2,2011,12,1,
NORO,510,NORO510,NA,NA,65.1,NA,NA,NA,6,NA,NA,2,2011,12,1,
NORO,517,NORO517,NA,NA,225.5,NA,NA,NA,6,NA,NA,2,2011,12,1,
NORO,519,NORO519,NA,22,38.2,NA,NA,NA,5.5,NA,NA,2,2011,12,1,
NORO,520,NORO520,NA,NA,131.6,NA,NA,NA,6,NA,NA,2,2011,12,1,
NORO,527,NORO527,NA,NA,129.5,NA,NA,NA,6,NA,NA,2,2011,12,1,
NORO,601,NORO601,37,5,625,NA,NA,NA,5.5,NA,NA,2,2011,12,1,
NORO,605,NORO605,NA,NA,80,NA,NA,NA,6,NA,NA,2,2011,12,1,
NORO,609,NORO609,NA,NA,86,NA,NA,NA,NA,NA,NA,2,2011,12,1,
BICO,201,BICO201,36,12,36,10,NA,NA,6.5,NA,NA,3,2011,26,2,
BICO,301,BICO301,39,7,54,2,NA,NA,6.4,NA,292,3,2011,26,2,
MIDO,101,MIDO101,29,NA,35,5,NA,NA,6.6,NA,NA,3,2011,26,2,
MIDO,103,MIDO103,37,NA,65,18,NA,NA,7,NA,NA,3,2011,26,2,
MIDO,301,MIDO301,25,24,53,8,NA,NA,6.6,NA,132,3,2011,26,2,
MIDO,502,MIDO502,40,NA,43,9,NA,NA,6.9,NA,389,3,2011,26,2,
MIDO,503,MIDO503,38,NA,43,9,NA,NA,6.9,NA,NA,3,2011,26,2,
MIDO,504,MIDO504,25,NA,44,10,NA,NA,6.9,NA,NA,3,2011,26,2,
MIDO,506,MIDO506,40,NA,48,9,NA,NA,6.5,NA,NA,3,2011,26,2,
MIDO,507,MIDO507,47,NA,50,11,NA,NA,6.5,NA,NA,3,2011,26,2,
MIDO,508,MIDO508,46,NA,54,22,NA,NA,6.7,NA,NA,3,2011,26,2,
MIDO,509,MIDO509,45,NA,39,8,NA,NA,6.6,NA,NA,3,2011,26,2,
MIDO,510,MIDO510,32,NA,45,12,NA,NA,6.9,NA,327,3,2011,26,2,
MIDO,511,MIDO511,38,NA,45,12,NA,NA,6.9,NA,NA,3,2011,26,2,
MIDO,512,MIDO512,35,NA,35,31,NA,NA,6.8,NA,NA,3,2011,26,2,
MIDO,601,MIDO601,49,23,47,9,NA,NA,6.9,NA,160,3,2011,26,2,
MIDO,605,MIDO605,37,NA,51,21,NA,NA,6.6,NA,NA,3,2011,26,2,
MIDO,606,MIDO606,38,NA,52,14,NA,NA,6.6,NA,NA,3,2011,26,2,
MIDO,608,MIDO608,39,NA,46,16,NA,NA,7.1,NA,NA,3,2011,26,2,
MIDO,609,MIDO609,35,NA,44,9,NA,NA,6.9,NA,NA,3,2011,26,2,
MIDO,610,MIDO610,47,NA,48,13,NA,NA,6.8,NA,NA,3,2011,26,2,
MIDO,611,MIDO611,38,NA,55,15,NA,NA,6.8,NA,NA,3,2011,26,2,
MIDO,612,MIDO612,42,NA,56,10,NA,NA,7,NA,NA,3,2011,26,2,
MIDO,616,MIDO616,30,NA,62,6,NA,NA,6.8,NA,203,3,2011,26,2,
MIDO,617,MIDO617,22,NA,41,27,NA,NA,6.3,NA,NA,3,2011,26,2,
MIDO,701,MIDO701,51,NA,52,8,NA,NA,6.7,NA,393,3,2011,26,2,
MIDO,704,MIDO704,45,23,92,30,NA,NA,6.3,NA,NA,3,2011,26,2,
MIDO,706,MIDO706,40,NA,43,12,NA,NA,6.8,NA,NA,3,2011,26,2,
MIDO,707,MIDO707,37,NA,77,7,NA,NA,6.9,NA,NA,3,2011,26,2,
MIDO,709,MIDO709,48,NA,62,6,NA,NA,6.5,NA,NA,3,2011,26,2,
MIDO,712,MIDO712,44,NA,76,5,NA,NA,6.5,NA,NA,3,2011,26,2,
MIDO,719,MIDO719,NA,NA,78,12,NA,NA,7,NA,NA,3,2011,26,2,
MIDO,801,MIDO801,30,NA,65,16,NA,NA,7.1,NA,NA,3,2011,26,2,
MIDO,802,MIDO802,38,11,76,4,NA,NA,7.1,NA,209,3,2011,26,2,
MIDO,803,MIDO803,30,6,92,2,NA,NA,6.9,NA,583,3,2011,26,2,
MIDO,804,MIDO804,NA,NA,72,3,NA,NA,6.8,NA,886,3,2011,26,2,
MIDO,805,MIDO805,NA,NA,51,11,NA,NA,6.5,NA,52,3,2011,26,2,
MIDO,807,MIDO807,30,NA,29,15,NA,NA,6.8,NA,NA,3,2011,26,2,
MIDO,811,MIDO811,35,NA,49,2,NA,NA,5.8,NA,97,3,2011,26,2,
MIDO,812,MIDO812,36,NA,66,14,NA,NA,7.1,NA,NA,3,2011,26,2,
MIDO,813,MIDO813,32,NA,91,32,NA,NA,6.6,NA,NA,3,2011,26,2,
MIDO,816,MIDO816,49,NA,50,15,NA,NA,6.9,NA,195,3,2011,26,2,
MIDO,817,MIDO817,29,NA,44,54,NA,NA,6.8,NA,NA,3,2011,26,2,
MIDO,818,MIDO818,37,NA,85,2,NA,NA,7,NA,228,3,2011,26,2,
MIDO,819,MIDO819,24,NA,41,10,NA,NA,6.8,NA,NA,3,2011,26,2,
MIDO,820,MIDO820,32,NA,38,6,NA,NA,6.8,NA,NA,3,2011,26,2,
MIDO,826,MIDO826,37,NA,63,4,NA,NA,6.5,NA,448,3,2011,26,2,
MIDO,828,MIDO828,NA,NA,73,6,NA,NA,6.7,NA,388,3,2011,26,2,
NORO,108,NORO108,39,NA,74,24,NA,NA,6.9,NA,NA,3,2011,26,2,
NORO,114,NORO114,34,NA,76,23,NA,NA,7,NA,NA,3,2011,26,2,
NORO,401,NORO401,46,NA,50,12,NA,NA,6.7,NA,84,3,2011,26,2,
NORO,402,NORO402,45,NA,41,8,NA,NA,6.5,NA,NA,3,2011,26,2,
NORO,403,NORO403,41,NA,30,5,NA,NA,6.2,NA,NA,3,2011,26,2,
NORO,405,NORO405,45,NA,32,9,NA,NA,6.7,NA,226,3,2011,26,2,
NORO,407,NORO407,35,NA,38,10,NA,NA,6.5,NA,NA,3,2011,26,2,
NORO,501,NORO501,30,14,62,14,NA,NA,6.6,NA,173,3,2011,26,2,
NORO,502,NORO502,NA,NA,205,2,NA,NA,6.8,NA,744,3,2011,26,2,
NORO,503,NORO503,25,12,52,11,NA,NA,6.8,NA,1785,3,2011,26,2,
NORO,504,NORO504,43,NA,94,3,NA,NA,6.5,NA,148,3,2011,26,2,
NORO,505,NORO505,43,NA,71,11,NA,NA,6.7,NA,135,3,2011,26,2,
NORO,506,NORO506,NA,NA,101,6,NA,NA,6.3,NA,512,3,2011,26,2,
NORO,511,NORO511,36,NA,53,15,NA,NA,6.5,NA,NA,3,2011,26,2,
NORO,513,NORO513,45,NA,58,14,NA,NA,6.5,NA,130,3,2011,26,2,
NORO,514,NORO514,47,NA,60,11,NA,NA,6.7,NA,NA,3,2011,26,2,
NORO,515,NORO515,42,NA,60,12,NA,NA,6.4,NA,530,3,2011,26,2,
NORO,516,NORO516,41,NA,209,1,NA,NA,6.9,NA,NA,3,2011,26,2,
NORO,517,NORO517,NA,NA,180,5,NA,NA,6.5,NA,NA,3,2011,26,2,
NORO,518,NORO518,15,NA,246,13,NA,NA,6.7,NA,1137,3,2011,26,2,
NORO,520,NORO520,NA,NA,168,11,NA,NA,6.7,NA,4352,3,2011,26,2,
NORO,527,NORO527,NA,NA,116,8,NA,NA,6.9,NA,331,3,2011,26,2,
NORO,601,NORO601,41,8,454,7,NA,NA,6.1,NA,NA,3,2011,26,2,
NORO,603,NORO603,40,NA,415,2,NA,NA,6.3,NA,NA,3,2011,26,2,
NORO,605,NORO605,NA,NA,73,15,NA,NA,6.9,NA,NA,3,2011,26,2,
NORO,607,NORO607,14,NA,162,1,NA,NA,6.7,NA,2382,3,2011,26,2,
NORO,609,NORO609,NA,NA,74,14,NA,NA,6.9,NA,NA,3,2011,26,2,
NORO,611,NORO611,31,NA,56,18,NA,NA,6.5,NA,NA,3,2011,26,2,
NORO,612,NORO612,39,NA,63,6,NA,NA,6.3,NA,NA,3,2011,26,2,
NORO,615,NORO615,19,NA,97,2,NA,NA,6.7,NA,246,3,2011,26,2,
NORO,618,NORO618,43,NA,144,1,NA,NA,6.7,NA,1019,3,2011,26,2,
NORO,627,NORO627,40,NA,301,5,NA,NA,7,NA,52,3,2011,26,2,
BICO,201,BICO201,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2011,16,3,
BICO,301,BICO301,46,10,65,3.4,NA,NA,6.4,NA,NA,7,2011,16,3,
MIDO,301,MIDO301,48,26,48,6.4,NA,NA,6.3,NA,NA,7,2011,16,3,
MIDO,601,MIDO601,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2011,16,3,
MIDO,704,MIDO704,47,16,115.3,5.5,NA,NA,6.5,NA,NA,7,2011,16,3,
MIDO,719,MIDO719,NA,NA,97,22.2,NA,NA,6.7,NA,NA,7,2011,16,3,
MIDO,801,MIDO801,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2011,16,3,
MIDO,802,MIDO802,51,13,69,4,NA,NA,6.3,NA,NA,7,2011,16,3,
NORO,401,NORO401,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2011,16,3,
NORO,501,NORO501,31,6,69.3,19,NA,NA,6.1,NA,NA,7,2011,16,3,
NORO,502,NORO502,NA,NA,218,4.4,NA,NA,5.9,NA,NA,7,2011,16,3,
NORO,503,NORO503,22,7,79.4,15.6,NA,NA,7,NA,NA,7,2011,16,3,
NORO,506,NORO506,NA,NA,134,11.8,NA,NA,6.3,NA,NA,7,2011,16,3,
NORO,510,NORO510,NA,NA,80.5,14.3,NA,NA,7,NA,NA,7,2011,16,3,
NORO,519,NORO519,NA,NA,43.1,8.7,NA,NA,6.3,NA,NA,7,2011,16,3,
NORO,605,NORO605,NA,NA,158,11.8,NA,NA,6.4,NA,NA,7,2011,16,3,
NORO,609,NORO609,NA,NA,173.8,7.4,NA,NA,6.7,NA,NA,7,2011,16,3,
NORO,401,NORO401,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2011,,4,
BICO,201,BICO201,52,15,36.9,9.2,NA,0.5,7,NA,134,3,2010,27,2,
BICO,301,BICO301,29,14,71,8.8,NA,0,NA,NA,41,3,2010,27,2,
MIDO,301,MIDO301,41,24,33,3.1,NA,0,6.9,NA,31,3,2010,27,2,
MIDO,316,MIDO316,NA,NA,32.7,1.4,NA,0,7.3,NA,98,3,2010,27,2,
MIDO,502,MIDO502,NA,NA,38.4,8.3,NA,NA,7.4,NA,NA,3,2010,27,2,
MIDO,503,MIDO503,NA,NA,37.3,7.2,NA,0.5,7.1,NA,173,3,2010,27,2,
MIDO,504,MIDO504,NA,NA,36.4,7.3,NA,NA,7.2,NA,NA,3,2010,27,2,
MIDO,505,MIDO505,NA,NA,40.3,10.3,NA,NA,7,NA,NA,3,2010,27,2,
MIDO,506,MIDO506,NA,NA,47.2,2.7,NA,NA,7.1,NA,NA,3,2010,27,2,
